true_activity,pred_activity,confidence,is_correct,reliability,traffic_light
vacuuming,vacuuming,0.681,1,0.681,YELLOW
vacuuming,vacuuming,0.636,1,0.636,YELLOW
vacuuming,vacuuming,0.298,1,0.298,RED
vacuuming,vacuuming,0.382,1,0.382,RED
vacuuming,vacuuming,0.363,1,0.363,RED
vacuuming,vacuuming,0.404,1,0.404,RED
vacuuming,vacuuming,0.488,1,0.488,YELLOW
vacuuming,vacuuming,0.378,1,0.378,RED
vacuuming,vacuuming,0.825,1,0.825,GREEN
vacuuming,vacuuming,0.938,1,0.938,GREEN
vacuuming,vacuuming,0.803,1,0.803,GREEN
vacuuming,vacuuming,0.688,1,0.688,YELLOW
vacuuming,vacuuming,0.486,1,0.486,YELLOW
vacuuming,vacuuming,0.698,1,0.698,YELLOW
vacuuming,vacuuming,0.348,1,0.348,RED
vacuuming,stairs_down,0.391,0,0.0,RED
vacuuming,stairs_down,0.475,0,0.0,YELLOW
vacuuming,stairs_down,0.533,0,0.0,YELLOW
vacuuming,stairs_up,0.278,0,0.0,RED
vacuuming,stairs_up,0.2,0,0.0,RED
vacuuming,stairs_up,0.192,0,0.0,RED
stairs_up,stairs_up,0.298,1,0.298,RED
stairs_up,stairs_up,0.502,1,0.502,YELLOW
stairs_up,stairs_up,0.511,1,0.511,YELLOW
stairs_up,stairs_up,0.492,1,0.492,YELLOW
stairs_up,stairs_up,0.529,1,0.529,YELLOW
stairs_up,stairs_up,0.525,1,0.525,YELLOW
stairs_up,stairs_up,0.512,1,0.512,YELLOW
stairs_up,stairs_up,0.529,1,0.529,YELLOW
stairs_up,stairs_up,0.365,1,0.365,RED
stairs_up,stairs_up,0.833,1,0.833,GREEN
stairs_up,stairs_up,0.969,1,0.969,GREEN
stairs_up,stairs_up,0.92,1,0.92,GREEN
stairs_up,stairs_up,0.95,1,0.95,GREEN
stairs_up,stairs_up,0.979,1,0.979,GREEN
stairs_up,stairs_up,0.985,1,0.985,GREEN
stairs_up,stairs_up,0.957,1,0.957,GREEN
stairs_up,stairs_up,0.986,1,0.986,GREEN
stairs_up,stairs_up,0.933,1,0.933,GREEN
stairs_up,stairs_up,0.915,1,0.915,GREEN
stairs_up,stairs_up,0.913,1,0.913,GREEN
stairs_up,stairs_up,0.966,1,0.966,GREEN
stairs_up,stairs_up,0.976,1,0.976,GREEN
stairs_up,stairs_up,0.926,1,0.926,GREEN
stairs_up,stairs_up,0.923,1,0.923,GREEN
stairs_up,stairs_up,0.894,1,0.894,GREEN
stairs_up,stairs_up,0.472,1,0.472,YELLOW
stairs_up,stairs_up,0.422,1,0.422,RED
stairs_up,stairs_up,0.674,1,0.674,YELLOW
stairs_up,stairs_up,0.875,1,0.875,GREEN
stairs_up,stairs_up,0.938,1,0.938,GREEN
stairs_up,stairs_up,0.932,1,0.932,GREEN
stairs_up,stairs_up,0.964,1,0.964,GREEN
stairs_up,stairs_up,0.922,1,0.922,GREEN
stairs_up,stairs_up,0.951,1,0.951,GREEN
stairs_up,stairs_up,0.967,1,0.967,GREEN
stairs_up,stairs_up,0.954,1,0.954,GREEN
stairs_up,stairs_up,0.759,1,0.759,GREEN
stairs_up,stairs_up,0.642,1,0.642,YELLOW
stairs_up,stairs_up,0.949,1,0.949,GREEN
stairs_up,stairs_up,0.923,1,0.923,GREEN
stairs_up,stairs_up,0.791,1,0.791,GREEN
stairs_up,stairs_up,0.815,1,0.815,GREEN
stairs_up,stairs_up,0.925,1,0.925,GREEN
stairs_up,stairs_up,0.978,1,0.978,GREEN
stairs_up,stairs_up,0.971,1,0.971,GREEN
stairs_up,stairs_up,0.885,1,0.885,GREEN
stairs_up,stairs_up,0.893,1,0.893,GREEN
stairs_up,stairs_up,0.967,1,0.967,GREEN
stairs_up,stairs_up,0.927,1,0.927,GREEN
stairs_up,stairs_up,0.985,1,0.985,GREEN
stairs_up,stairs_up,0.9,1,0.9,GREEN
stairs_up,stairs_up,0.803,1,0.803,GREEN
stairs_up,stairs_up,0.909,1,0.909,GREEN
stairs_up,stairs_up,0.984,1,0.984,GREEN
stairs_up,stairs_up,0.98,1,0.98,GREEN
stairs_up,stairs_up,0.941,1,0.941,GREEN
stairs_up,stairs_up,0.847,1,0.847,GREEN
stairs_up,stairs_up,0.928,1,0.928,GREEN
stairs_up,stairs_up,0.945,1,0.945,GREEN
stairs_up,stairs_up,0.826,1,0.826,GREEN
stairs_up,stairs_up,0.862,1,0.862,GREEN
stairs_up,stairs_up,0.967,1,0.967,GREEN
stairs_up,stairs_up,0.919,1,0.919,GREEN
stairs_up,stairs_up,0.825,1,0.825,GREEN
stairs_up,stairs_up,0.835,1,0.835,GREEN
stairs_up,stairs_up,0.965,1,0.965,GREEN
stairs_up,stairs_up,0.866,1,0.866,GREEN
stairs_up,stairs_up,0.754,1,0.754,GREEN
stairs_up,stairs_up,0.978,1,0.978,GREEN
stairs_up,stairs_up,0.965,1,0.965,GREEN
stairs_up,stairs_up,0.925,1,0.925,GREEN
stairs_up,stairs_up,0.868,1,0.868,GREEN
stairs_up,stairs_up,0.559,1,0.559,YELLOW
stairs_up,stairs_up,0.668,1,0.668,YELLOW
stairs_up,stairs_up,0.905,1,0.905,GREEN
stairs_up,stairs_up,0.773,1,0.773,GREEN
stairs_up,stairs_up,0.824,1,0.824,GREEN
stairs_up,stairs_up,0.977,1,0.977,GREEN
stairs_up,stairs_up,0.843,1,0.843,GREEN
stairs_up,stairs_up,0.892,1,0.892,GREEN
stairs_up,stairs_up,0.953,1,0.953,GREEN
stairs_up,stairs_up,0.966,1,0.966,GREEN
stairs_up,stairs_up,0.958,1,0.958,GREEN
stairs_up,stairs_up,0.901,1,0.901,GREEN
stairs_up,stairs_up,0.917,1,0.917,GREEN
stairs_up,stairs_up,0.951,1,0.951,GREEN
stairs_up,stairs_up,0.897,1,0.897,GREEN
stairs_up,stairs_up,0.9,1,0.9,GREEN
stairs_up,stairs_up,0.908,1,0.908,GREEN
stairs_up,stairs_up,0.948,1,0.948,GREEN
stairs_up,stairs_up,0.931,1,0.931,GREEN
stairs_up,stairs_up,0.934,1,0.934,GREEN
stairs_up,stairs_up,0.89,1,0.89,GREEN
stairs_up,stairs_up,0.971,1,0.971,GREEN
stairs_up,stairs_up,0.95,1,0.95,GREEN
stairs_up,stairs_up,0.936,1,0.936,GREEN
stairs_up,stairs_up,0.963,1,0.963,GREEN
stairs_up,stairs_up,0.881,1,0.881,GREEN
stairs_up,stairs_up,0.892,1,0.892,GREEN
stairs_up,stairs_up,0.955,1,0.955,GREEN
stairs_up,stairs_up,0.954,1,0.954,GREEN
stairs_up,stairs_up,0.954,1,0.954,GREEN
stairs_up,stairs_up,0.935,1,0.935,GREEN
stairs_up,stairs_up,0.701,1,0.701,YELLOW
stairs_up,stairs_up,0.464,1,0.464,YELLOW
stairs_up,stairs_up,0.528,1,0.528,YELLOW
stairs_up,stairs_up,0.407,1,0.407,RED
stairs_up,stairs_up,0.744,1,0.744,YELLOW
stairs_up,stairs_up,0.805,1,0.805,GREEN
stairs_up,stairs_up,0.373,1,0.373,RED
stairs_up,stairs_up,0.331,1,0.331,RED
stairs_up,stairs_up,0.256,1,0.256,RED
stairs_up,stairs_up,0.266,1,0.266,RED
stairs_up,stairs_up,0.268,1,0.268,RED
stairs_up,stairs_up,0.261,1,0.261,RED
stairs_up,stairs_up,0.281,1,0.281,RED
stairs_up,sitting,0.281,0,0.0,RED
stairs_up,sitting,0.279,0,0.0,RED
stairs_up,sitting,0.336,0,0.0,RED
stairs_up,sitting,0.312,0,0.0,RED
stairs_up,sitting,0.268,0,0.0,RED
stairs_up,sitting,0.276,0,0.0,RED
stairs_up,sitting,0.276,0,0.0,RED
stairs_up,sitting,0.337,0,0.0,RED
stairs_down,sitting,0.749,0,0.0,YELLOW
stairs_down,sitting,0.765,0,0.0,GREEN
stairs_down,stairs_down,0.74,1,0.74,YELLOW
stairs_down,stairs_down,0.7,1,0.7,YELLOW
stairs_down,stairs_down,0.756,1,0.756,GREEN
stairs_down,stairs_down,0.649,1,0.649,YELLOW
stairs_down,stairs_down,0.617,1,0.617,YELLOW
stairs_down,stairs_down,0.484,1,0.484,YELLOW
stairs_down,stairs_down,0.45,1,0.45,YELLOW
stairs_down,stairs_down,0.294,1,0.294,RED
stairs_down,stairs_down,0.306,1,0.306,RED
stairs_down,stairs_down,0.365,1,0.365,RED
stairs_down,stairs_down,0.798,1,0.798,GREEN
stairs_down,stairs_down,0.954,1,0.954,GREEN
stairs_down,stairs_down,0.949,1,0.949,GREEN
stairs_down,stairs_down,0.955,1,0.955,GREEN
stairs_down,stairs_down,0.939,1,0.939,GREEN
stairs_down,stairs_down,0.944,1,0.944,GREEN
stairs_down,stairs_down,0.963,1,0.963,GREEN
stairs_down,stairs_down,0.967,1,0.967,GREEN
stairs_down,stairs_down,0.941,1,0.941,GREEN
stairs_down,stairs_down,0.918,1,0.918,GREEN
stairs_down,stairs_down,0.874,1,0.874,GREEN
stairs_down,stairs_down,0.564,1,0.564,YELLOW
stairs_down,stairs_down,0.431,1,0.431,RED
stairs_down,stairs_down,0.901,1,0.901,GREEN
stairs_down,stairs_down,0.944,1,0.944,GREEN
stairs_down,stairs_down,0.964,1,0.964,GREEN
stairs_down,stairs_down,0.966,1,0.966,GREEN
stairs_down,stairs_down,0.907,1,0.907,GREEN
stairs_down,stairs_down,0.944,1,0.944,GREEN
stairs_down,stairs_down,0.915,1,0.915,GREEN
stairs_down,stairs_down,0.877,1,0.877,GREEN
stairs_down,stairs_down,0.821,1,0.821,GREEN
stairs_down,stairs_down,0.876,1,0.876,GREEN
stairs_down,stairs_down,0.927,1,0.927,GREEN
stairs_down,stairs_down,0.939,1,0.939,GREEN
stairs_down,stairs_down,0.96,1,0.96,GREEN
stairs_down,stairs_down,0.939,1,0.939,GREEN
stairs_down,stairs_down,0.876,1,0.876,GREEN
stairs_down,stairs_down,0.861,1,0.861,GREEN
stairs_down,stairs_down,0.824,1,0.824,GREEN
stairs_down,stairs_down,0.928,1,0.928,GREEN
stairs_down,stairs_down,0.836,1,0.836,GREEN
stairs_down,stairs_down,0.803,1,0.803,GREEN
stairs_down,stairs_down,0.926,1,0.926,GREEN
stairs_down,stairs_down,0.929,1,0.929,GREEN
stairs_down,stairs_down,0.952,1,0.952,GREEN
stairs_down,stairs_down,0.955,1,0.955,GREEN
stairs_down,stairs_down,0.933,1,0.933,GREEN
stairs_down,stairs_down,0.857,1,0.857,GREEN
stairs_down,stairs_down,0.856,1,0.856,GREEN
stairs_down,stairs_down,0.775,1,0.775,GREEN
stairs_down,stairs_down,0.678,1,0.678,YELLOW
stairs_down,stairs_down,0.93,1,0.93,GREEN
stairs_down,stairs_down,0.947,1,0.947,GREEN
stairs_down,stairs_down,0.926,1,0.926,GREEN
stairs_down,stairs_down,0.893,1,0.893,GREEN
stairs_down,stairs_down,0.903,1,0.903,GREEN
stairs_down,stairs_down,0.799,1,0.799,GREEN
stairs_down,stairs_down,0.896,1,0.896,GREEN
stairs_down,stairs_down,0.791,1,0.791,GREEN
stairs_down,stairs_down,0.888,1,0.888,GREEN
stairs_down,stairs_down,0.929,1,0.929,GREEN
stairs_down,stairs_down,0.927,1,0.927,GREEN
stairs_down,stairs_down,0.941,1,0.941,GREEN
stairs_down,stairs_down,0.919,1,0.919,GREEN
stairs_down,stairs_down,0.958,1,0.958,GREEN
stairs_down,stairs_down,0.845,1,0.845,GREEN
stairs_down,stairs_down,0.846,1,0.846,GREEN
stairs_down,stairs_down,0.903,1,0.903,GREEN
stairs_down,stairs_down,0.879,1,0.879,GREEN
stairs_down,stairs_down,0.866,1,0.866,GREEN
stairs_down,stairs_down,0.912,1,0.912,GREEN
stairs_down,stairs_down,0.956,1,0.956,GREEN
stairs_down,stairs_down,0.97,1,0.97,GREEN
stairs_down,stairs_down,0.953,1,0.953,GREEN
stairs_down,stairs_down,0.889,1,0.889,GREEN
stairs_down,stairs_down,0.868,1,0.868,GREEN
stairs_down,stairs_down,0.893,1,0.893,GREEN
stairs_down,stairs_down,0.905,1,0.905,GREEN
stairs_down,stairs_down,0.88,1,0.88,GREEN
stairs_down,stairs_down,0.887,1,0.887,GREEN
stairs_down,stairs_down,0.931,1,0.931,GREEN
stairs_down,stairs_down,0.965,1,0.965,GREEN
stairs_down,stairs_down,0.96,1,0.96,GREEN
stairs_down,stairs_down,0.947,1,0.947,GREEN
stairs_down,stairs_down,0.958,1,0.958,GREEN
stairs_down,stairs_down,0.949,1,0.949,GREEN
stairs_down,stairs_down,0.956,1,0.956,GREEN
stairs_down,stairs_down,0.932,1,0.932,GREEN
stairs_down,stairs_down,0.889,1,0.889,GREEN
stairs_down,stairs_down,0.824,1,0.824,GREEN
stairs_down,stairs_down,0.844,1,0.844,GREEN
stairs_down,stairs_down,0.765,1,0.765,GREEN
stairs_down,stairs_down,0.686,1,0.686,YELLOW
stairs_down,stairs_down,0.782,1,0.782,GREEN
stairs_down,stairs_down,0.89,1,0.89,GREEN
stairs_down,stairs_down,0.948,1,0.948,GREEN
stairs_down,stairs_down,0.871,1,0.871,GREEN
stairs_down,stairs_down,0.91,1,0.91,GREEN
stairs_down,stairs_down,0.97,1,0.97,GREEN
stairs_down,stairs_down,0.939,1,0.939,GREEN
stairs_down,stairs_down,0.915,1,0.915,GREEN
stairs_down,stairs_down,0.938,1,0.938,GREEN
stairs_down,stairs_down,0.912,1,0.912,GREEN
stairs_down,stairs_down,0.799,1,0.799,GREEN
stairs_down,stairs_down,0.767,1,0.767,GREEN
stairs_down,stairs_down,0.877,1,0.877,GREEN
stairs_down,stairs_down,0.912,1,0.912,GREEN
stairs_down,stairs_down,0.947,1,0.947,GREEN
stairs_down,stairs_down,0.935,1,0.935,GREEN
stairs_down,stairs_down,0.742,1,0.742,YELLOW
stairs_down,stairs_down,0.448,1,0.448,RED
stairs_down,stairs_down,0.783,1,0.783,GREEN
stairs_down,stairs_down,0.767,1,0.767,GREEN
stairs_down,stairs_down,0.713,1,0.713,YELLOW
stairs_down,stairs_down,0.553,1,0.553,YELLOW
stairs_down,stairs_down,0.673,1,0.673,YELLOW
stairs_down,stairs_down,0.512,1,0.512,YELLOW
stairs_down,stairs_down,0.502,1,0.502,YELLOW
stairs_down,stairs_down,0.592,1,0.592,YELLOW
stairs_up,stairs_down,0.415,0,0.0,RED
stairs_up,stairs_down,0.444,0,0.0,RED
stairs_up,stairs_down,0.454,0,0.0,YELLOW
stairs_up,stairs_down,0.453,0,0.0,YELLOW
stairs_up,stairs_up,0.489,1,0.489,YELLOW
stairs_up,stairs_up,0.518,1,0.518,YELLOW
stairs_up,stairs_up,0.472,1,0.472,YELLOW
stairs_up,stairs_up,0.495,1,0.495,YELLOW
stairs_up,stairs_up,0.488,1,0.488,YELLOW
stairs_up,stairs_up,0.352,1,0.352,RED
stairs_up,stairs_up,0.403,1,0.403,RED
stairs_up,stairs_up,0.948,1,0.948,GREEN
stairs_up,stairs_up,0.989,1,0.989,GREEN
stairs_up,stairs_up,0.999,1,0.999,GREEN
stairs_up,stairs_up,0.996,1,0.996,GREEN
stairs_up,stairs_up,0.998,1,0.998,GREEN
stairs_up,stairs_up,0.984,1,0.984,GREEN
stairs_up,stairs_up,0.965,1,0.965,GREEN
stairs_up,stairs_up,0.949,1,0.949,GREEN
stairs_up,stairs_up,0.927,1,0.927,GREEN
stairs_up,stairs_up,0.856,1,0.856,GREEN
stairs_up,stairs_up,0.89,1,0.89,GREEN
stairs_up,stairs_up,0.931,1,0.931,GREEN
stairs_up,stairs_up,0.847,1,0.847,GREEN
stairs_up,stairs_up,0.926,1,0.926,GREEN
stairs_up,stairs_up,0.938,1,0.938,GREEN
stairs_up,stairs_up,0.93,1,0.93,GREEN
stairs_up,stairs_up,0.898,1,0.898,GREEN
stairs_up,stairs_up,0.912,1,0.912,GREEN
stairs_up,stairs_up,0.876,1,0.876,GREEN
stairs_up,stairs_up,0.637,1,0.637,YELLOW
stairs_up,stairs_up,0.419,1,0.419,RED
stairs_up,stairs_up,0.409,1,0.409,RED
stairs_up,stairs_up,0.79,1,0.79,GREEN
stairs_up,stairs_up,0.896,1,0.896,GREEN
stairs_up,stairs_up,0.929,1,0.929,GREEN
stairs_up,stairs_up,0.941,1,0.941,GREEN
stairs_up,stairs_up,0.96,1,0.96,GREEN
stairs_up,stairs_up,0.872,1,0.872,GREEN
stairs_up,stairs_up,0.969,1,0.969,GREEN
stairs_up,stairs_up,0.957,1,0.957,GREEN
stairs_up,stairs_up,0.887,1,0.887,GREEN
stairs_up,stairs_up,0.885,1,0.885,GREEN
stairs_up,stairs_up,0.936,1,0.936,GREEN
stairs_up,stairs_up,0.962,1,0.962,GREEN
stairs_up,stairs_up,0.797,1,0.797,GREEN
stairs_up,stairs_up,0.923,1,0.923,GREEN
stairs_up,stairs_up,0.888,1,0.888,GREEN
stairs_up,stairs_up,0.77,1,0.77,GREEN
stairs_up,stairs_up,0.941,1,0.941,GREEN
stairs_up,stairs_up,0.896,1,0.896,GREEN
stairs_up,stairs_up,0.9,1,0.9,GREEN
stairs_up,stairs_up,0.924,1,0.924,GREEN
stairs_up,stairs_up,0.947,1,0.947,GREEN
stairs_up,stairs_up,0.93,1,0.93,GREEN
stairs_up,stairs_up,0.891,1,0.891,GREEN
stairs_up,stairs_up,0.922,1,0.922,GREEN
stairs_up,stairs_up,0.835,1,0.835,GREEN
stairs_up,stairs_up,0.767,1,0.767,GREEN
stairs_up,stairs_up,0.884,1,0.884,GREEN
stairs_up,stairs_up,0.969,1,0.969,GREEN
stairs_up,stairs_up,0.979,1,0.979,GREEN
stairs_up,stairs_up,0.793,1,0.793,GREEN
stairs_up,stairs_up,0.931,1,0.931,GREEN
stairs_up,stairs_up,0.946,1,0.946,GREEN
stairs_up,stairs_up,0.888,1,0.888,GREEN
stairs_up,stairs_up,0.955,1,0.955,GREEN
stairs_up,stairs_up,0.927,1,0.927,GREEN
stairs_up,stairs_up,0.834,1,0.834,GREEN
stairs_up,stairs_up,0.742,1,0.742,YELLOW
stairs_up,stairs_up,0.72,1,0.72,YELLOW
stairs_up,stairs_up,0.84,1,0.84,GREEN
stairs_up,stairs_up,0.945,1,0.945,GREEN
stairs_up,stairs_up,0.667,1,0.667,YELLOW
stairs_up,stairs_up,0.507,1,0.507,YELLOW
stairs_up,stairs_up,0.878,1,0.878,GREEN
stairs_up,stairs_up,0.947,1,0.947,GREEN
stairs_up,stairs_up,0.921,1,0.921,GREEN
stairs_up,stairs_up,0.918,1,0.918,GREEN
stairs_up,stairs_up,0.89,1,0.89,GREEN
stairs_up,stairs_up,0.855,1,0.855,GREEN
stairs_up,stairs_up,0.86,1,0.86,GREEN
stairs_up,stairs_up,0.92,1,0.92,GREEN
stairs_up,stairs_up,0.855,1,0.855,GREEN
stairs_up,stairs_up,0.957,1,0.957,GREEN
stairs_up,stairs_up,0.918,1,0.918,GREEN
stairs_up,stairs_up,0.782,1,0.782,GREEN
stairs_up,stairs_up,0.899,1,0.899,GREEN
stairs_up,stairs_up,0.942,1,0.942,GREEN
stairs_up,stairs_up,0.982,1,0.982,GREEN
stairs_up,stairs_up,0.764,1,0.764,GREEN
stairs_up,stairs_up,0.826,1,0.826,GREEN
stairs_up,stairs_up,0.838,1,0.838,GREEN
stairs_up,stairs_up,0.918,1,0.918,GREEN
stairs_up,stairs_up,0.954,1,0.954,GREEN
stairs_up,stairs_up,0.821,1,0.821,GREEN
stairs_up,stairs_up,0.817,1,0.817,GREEN
stairs_up,stairs_up,0.804,1,0.804,GREEN
stairs_up,stairs_up,0.874,1,0.874,GREEN
stairs_up,stairs_up,0.869,1,0.869,GREEN
stairs_up,stairs_up,0.926,1,0.926,GREEN
stairs_up,stairs_up,0.726,1,0.726,YELLOW
stairs_up,stairs_up,0.888,1,0.888,GREEN
stairs_up,stairs_up,0.93,1,0.93,GREEN
stairs_up,stairs_up,0.947,1,0.947,GREEN
stairs_up,stairs_up,0.916,1,0.916,GREEN
stairs_up,stairs_up,0.982,1,0.982,GREEN
stairs_up,stairs_up,0.971,1,0.971,GREEN
stairs_up,stairs_up,0.702,1,0.702,YELLOW
stairs_up,stairs_up,0.854,1,0.854,GREEN
stairs_up,stairs_up,0.803,1,0.803,GREEN
stairs_up,stairs_up,0.776,1,0.776,GREEN
stairs_up,stairs_up,0.95,1,0.95,GREEN
stairs_up,stairs_up,0.953,1,0.953,GREEN
stairs_up,stairs_up,0.933,1,0.933,GREEN
stairs_up,stairs_up,0.794,1,0.794,GREEN
stairs_up,stairs_up,0.754,1,0.754,GREEN
stairs_up,stairs_up,0.773,1,0.773,GREEN
stairs_up,stairs_up,0.955,1,0.955,GREEN
stairs_up,stairs_up,0.767,1,0.767,GREEN
stairs_up,stairs_up,0.589,1,0.589,YELLOW
stairs_up,stairs_up,0.887,1,0.887,GREEN
stairs_up,stairs_up,0.888,1,0.888,GREEN
stairs_up,stairs_up,0.963,1,0.963,GREEN
stairs_up,stairs_up,0.918,1,0.918,GREEN
stairs_up,stairs_up,0.92,1,0.92,GREEN
stairs_up,stairs_up,0.962,1,0.962,GREEN
stairs_up,stairs_up,0.873,1,0.873,GREEN
stairs_up,stairs_up,0.779,1,0.779,GREEN
stairs_up,stairs_up,0.793,1,0.793,GREEN
stairs_up,stairs_up,0.62,1,0.62,YELLOW
stairs_up,stairs_up,0.818,1,0.818,GREEN
stairs_up,stairs_up,0.83,1,0.83,GREEN
stairs_up,stairs_up,0.36,1,0.36,RED
stairs_up,stairs_up,0.499,1,0.499,YELLOW
stairs_up,stairs_up,0.415,1,0.415,RED
stairs_up,stairs_up,0.397,1,0.397,RED
stairs_up,stairs_up,0.262,1,0.262,RED
stairs_up,stairs_up,0.269,1,0.269,RED
stairs_up,stairs_up,0.423,1,0.423,RED
stairs_down,stairs_up,0.448,0,0.0,RED
stairs_down,stairs_down,0.367,1,0.367,RED
stairs_down,stairs_down,0.301,1,0.301,RED
stairs_down,stairs_down,0.273,1,0.273,RED
stairs_down,stairs_down,0.317,1,0.317,RED
stairs_down,stairs_down,0.397,1,0.397,RED
stairs_down,stairs_down,0.407,1,0.407,RED
stairs_down,stairs_down,0.348,1,0.348,RED
stairs_down,stairs_down,0.339,1,0.339,RED
stairs_down,stairs_down,0.529,1,0.529,YELLOW
stairs_down,stairs_down,0.464,1,0.464,YELLOW
stairs_down,stairs_down,0.493,1,0.493,YELLOW
stairs_down,stairs_down,0.568,1,0.568,YELLOW
stairs_down,stairs_down,0.977,1,0.977,GREEN
stairs_down,stairs_down,0.972,1,0.972,GREEN
stairs_down,stairs_down,0.976,1,0.976,GREEN
stairs_down,stairs_down,0.952,1,0.952,GREEN
stairs_down,stairs_down,0.963,1,0.963,GREEN
stairs_down,stairs_down,0.874,1,0.874,GREEN
stairs_down,stairs_down,0.874,1,0.874,GREEN
stairs_down,stairs_down,0.883,1,0.883,GREEN
stairs_down,stairs_down,0.946,1,0.946,GREEN
stairs_down,stairs_down,0.912,1,0.912,GREEN
stairs_down,stairs_down,0.96,1,0.96,GREEN
stairs_down,stairs_down,0.951,1,0.951,GREEN
stairs_down,stairs_down,0.908,1,0.908,GREEN
stairs_down,stairs_down,0.925,1,0.925,GREEN
stairs_down,stairs_down,0.921,1,0.921,GREEN
stairs_down,stairs_down,0.943,1,0.943,GREEN
stairs_down,stairs_down,0.865,1,0.865,GREEN
stairs_down,stairs_down,0.807,1,0.807,GREEN
stairs_down,stairs_down,0.962,1,0.962,GREEN
stairs_down,stairs_down,0.942,1,0.942,GREEN
stairs_down,stairs_down,0.877,1,0.877,GREEN
stairs_down,stairs_down,0.926,1,0.926,GREEN
stairs_down,stairs_down,0.922,1,0.922,GREEN
stairs_down,stairs_down,0.919,1,0.919,GREEN
stairs_down,stairs_down,0.954,1,0.954,GREEN
stairs_down,stairs_down,0.923,1,0.923,GREEN
stairs_down,stairs_down,0.952,1,0.952,GREEN
stairs_down,stairs_down,0.879,1,0.879,GREEN
stairs_down,stairs_down,0.789,1,0.789,GREEN
stairs_down,stairs_down,0.874,1,0.874,GREEN
stairs_down,stairs_down,0.963,1,0.963,GREEN
stairs_down,stairs_down,0.942,1,0.942,GREEN
stairs_down,stairs_down,0.953,1,0.953,GREEN
stairs_down,stairs_down,0.957,1,0.957,GREEN
stairs_down,stairs_down,0.964,1,0.964,GREEN
stairs_down,stairs_down,0.961,1,0.961,GREEN
stairs_down,stairs_down,0.962,1,0.962,GREEN
stairs_down,stairs_down,0.879,1,0.879,GREEN
stairs_down,stairs_down,0.79,1,0.79,GREEN
stairs_down,stairs_down,0.63,1,0.63,YELLOW
stairs_down,stairs_down,0.875,1,0.875,GREEN
stairs_down,stairs_down,0.888,1,0.888,GREEN
stairs_down,stairs_down,0.929,1,0.929,GREEN
stairs_down,stairs_down,0.973,1,0.973,GREEN
stairs_down,stairs_down,0.889,1,0.889,GREEN
stairs_down,stairs_down,0.815,1,0.815,GREEN
stairs_down,stairs_down,0.847,1,0.847,GREEN
stairs_down,stairs_down,0.944,1,0.944,GREEN
stairs_down,stairs_down,0.945,1,0.945,GREEN
stairs_down,stairs_down,0.927,1,0.927,GREEN
stairs_down,stairs_down,0.943,1,0.943,GREEN
stairs_down,stairs_down,0.926,1,0.926,GREEN
stairs_down,stairs_down,0.888,1,0.888,GREEN
stairs_down,stairs_down,0.897,1,0.897,GREEN
stairs_down,stairs_down,0.975,1,0.975,GREEN
stairs_down,stairs_down,0.964,1,0.964,GREEN
stairs_down,stairs_down,0.938,1,0.938,GREEN
stairs_down,stairs_down,0.927,1,0.927,GREEN
stairs_down,stairs_down,0.975,1,0.975,GREEN
stairs_down,stairs_down,0.945,1,0.945,GREEN
stairs_down,stairs_down,0.934,1,0.934,GREEN
stairs_down,stairs_down,0.957,1,0.957,GREEN
stairs_down,stairs_down,0.906,1,0.906,GREEN
stairs_down,stairs_down,0.827,1,0.827,GREEN
stairs_down,stairs_down,0.655,1,0.655,YELLOW
stairs_down,stairs_down,0.602,1,0.602,YELLOW
stairs_down,stairs_down,0.712,1,0.712,YELLOW
stairs_down,stairs_down,0.898,1,0.898,GREEN
stairs_down,stairs_down,0.965,1,0.965,GREEN
stairs_down,stairs_down,0.977,1,0.977,GREEN
stairs_down,stairs_down,0.863,1,0.863,GREEN
stairs_down,stairs_down,0.868,1,0.868,GREEN
stairs_down,stairs_down,0.942,1,0.942,GREEN
stairs_down,stairs_down,0.879,1,0.879,GREEN
stairs_down,stairs_down,0.841,1,0.841,GREEN
stairs_down,stairs_down,0.648,1,0.648,YELLOW
stairs_down,stairs_down,0.448,1,0.448,RED
stairs_down,stairs_down,0.576,1,0.576,YELLOW
stairs_down,stairs_down,0.485,1,0.485,YELLOW
stairs_down,stairs_down,0.658,1,0.658,YELLOW
stairs_down,stairs_down,0.406,1,0.406,RED
stairs_down,stairs_down,0.292,1,0.292,RED
stairs_down,stairs_down,0.495,1,0.495,YELLOW
stairs_down,stairs_down,0.495,1,0.495,YELLOW
stairs_down,stairs_down,0.514,1,0.514,YELLOW
stairs_down,stairs_down,0.496,1,0.496,YELLOW
stairs_down,stairs_down,0.555,1,0.555,YELLOW
stairs_down,stairs_down,0.545,1,0.545,YELLOW
walking,stairs_down,0.366,0,0.0,RED
walking,stairs_down,0.409,0,0.0,RED
walking,walking,0.503,1,0.503,YELLOW
walking,walking,0.513,1,0.513,YELLOW
walking,walking,0.46,1,0.46,YELLOW
walking,walking,0.424,1,0.424,RED
walking,walking,0.445,1,0.445,RED
walking,walking,0.309,1,0.309,RED
walking,walking,0.322,1,0.322,RED
walking,walking,0.291,1,0.291,RED
walking,walking,0.468,1,0.468,YELLOW
walking,walking,0.411,1,0.411,RED
walking,walking,0.466,1,0.466,YELLOW
walking,walking,0.88,1,0.88,GREEN
walking,walking,0.872,1,0.872,GREEN
