subject,confidence,predicted_activity,actual_activity,is_correct,traffic_light,window_id
108,0.8885,cycling,cycling,1,GREEN,108_17323
108,0.8748,cycling,cycling,1,GREEN,108_17324
108,0.8617,cycling,cycling,1,GREEN,108_17325
108,0.8473,cycling,cycling,1,GREEN,108_17326
108,0.7956,cycling,cycling,1,GREEN,108_17327
108,0.8352,cycling,cycling,1,GREEN,108_17328
108,0.8716,cycling,cycling,1,GREEN,108_17329
108,0.8712,cycling,cycling,1,GREEN,108_17330
108,0.8719,cycling,cycling,1,GREEN,108_17331
108,0.9195,cycling,cycling,1,GREEN,108_17332
108,0.9367,cycling,cycling,1,GREEN,108_17333
108,0.9648,cycling,cycling,1,GREEN,108_17334
108,0.9312,cycling,cycling,1,GREEN,108_17335
108,0.8941,cycling,cycling,1,GREEN,108_17336
108,0.921,cycling,cycling,1,GREEN,108_17337
108,0.9345,cycling,cycling,1,GREEN,108_17338
108,0.908,cycling,cycling,1,GREEN,108_17339
108,0.9175,cycling,cycling,1,GREEN,108_17340
108,0.9849,cycling,cycling,1,GREEN,108_17341
108,0.9839,cycling,cycling,1,GREEN,108_17342
108,0.9854,cycling,cycling,1,GREEN,108_17343
108,0.9714,cycling,cycling,1,GREEN,108_17344
108,0.9862,cycling,cycling,1,GREEN,108_17345
108,0.9796,cycling,cycling,1,GREEN,108_17346
108,0.9856,cycling,cycling,1,GREEN,108_17347
108,0.9859,cycling,cycling,1,GREEN,108_17348
108,0.9874,cycling,cycling,1,GREEN,108_17349
108,0.9881,cycling,cycling,1,GREEN,108_17350
108,0.9812,cycling,cycling,1,GREEN,108_17351
108,0.9834,cycling,cycling,1,GREEN,108_17352
108,0.9864,cycling,cycling,1,GREEN,108_17353
108,0.9901,cycling,cycling,1,GREEN,108_17354
108,0.9908,cycling,cycling,1,GREEN,108_17355
108,0.9901,cycling,cycling,1,GREEN,108_17356
108,0.9909,cycling,cycling,1,GREEN,108_17357
108,0.9894,cycling,cycling,1,GREEN,108_17358
108,0.9889,cycling,cycling,1,GREEN,108_17359
108,0.9916,cycling,cycling,1,GREEN,108_17360
108,0.9801,cycling,cycling,1,GREEN,108_17361
108,0.9706,cycling,cycling,1,GREEN,108_17362
108,0.9879,cycling,cycling,1,GREEN,108_17363
108,0.9854,cycling,cycling,1,GREEN,108_17364
108,0.9854,cycling,cycling,1,GREEN,108_17365
108,0.9865,cycling,cycling,1,GREEN,108_17366
108,0.984,cycling,cycling,1,GREEN,108_17367
108,0.9837,cycling,cycling,1,GREEN,108_17368
108,0.9856,cycling,cycling,1,GREEN,108_17369
108,0.9874,cycling,cycling,1,GREEN,108_17370
108,0.9864,cycling,cycling,1,GREEN,108_17371
108,0.9855,cycling,cycling,1,GREEN,108_17372
108,0.979,cycling,cycling,1,GREEN,108_17373
108,0.9805,cycling,cycling,1,GREEN,108_17374
108,0.9607,cycling,cycling,1,GREEN,108_17375
108,0.9263,cycling,cycling,1,GREEN,108_17376
108,0.8968,cycling,cycling,1,GREEN,108_17377
108,0.8943,cycling,cycling,1,GREEN,108_17378
108,0.9062,cycling,cycling,1,GREEN,108_17379
108,0.9128,cycling,cycling,1,GREEN,108_17380
108,0.9166,cycling,cycling,1,GREEN,108_17381
108,0.9443,cycling,cycling,1,GREEN,108_17382
108,0.941,cycling,cycling,1,GREEN,108_17383
108,0.9448,cycling,cycling,1,GREEN,108_17384
108,0.8893,cycling,cycling,1,GREEN,108_17385
108,0.903,cycling,cycling,1,GREEN,108_17386
108,0.8616,cycling,cycling,1,GREEN,108_17387
108,0.8554,cycling,cycling,1,GREEN,108_17388
108,0.9448,cycling,cycling,1,GREEN,108_17389
108,0.9464,cycling,cycling,1,GREEN,108_17390
108,0.918,cycling,cycling,1,GREEN,108_17391
108,0.9615,cycling,cycling,1,GREEN,108_17392
108,0.9815,cycling,cycling,1,GREEN,108_17393
108,0.9708,cycling,cycling,1,GREEN,108_17394
108,0.9679,cycling,cycling,1,GREEN,108_17395
108,0.9315,cycling,cycling,1,GREEN,108_17396
108,0.9454,cycling,cycling,1,GREEN,108_17397
108,0.984,cycling,cycling,1,GREEN,108_17398
108,0.9813,cycling,cycling,1,GREEN,108_17399
108,0.9812,cycling,cycling,1,GREEN,108_17400
108,0.9784,cycling,cycling,1,GREEN,108_17401
108,0.9807,cycling,cycling,1,GREEN,108_17402
108,0.9794,cycling,cycling,1,GREEN,108_17403
108,0.9771,cycling,cycling,1,GREEN,108_17404
108,0.9751,cycling,cycling,1,GREEN,108_17405
108,0.9803,cycling,cycling,1,GREEN,108_17406
108,0.9764,cycling,cycling,1,GREEN,108_17407
108,0.9794,cycling,cycling,1,GREEN,108_17408
108,0.9794,cycling,cycling,1,GREEN,108_17409
108,0.9749,cycling,cycling,1,GREEN,108_17410
108,0.9744,cycling,cycling,1,GREEN,108_17411
108,0.9672,cycling,cycling,1,GREEN,108_17412
108,0.9473,cycling,cycling,1,GREEN,108_17413
108,0.948,cycling,cycling,1,GREEN,108_17414
108,0.8938,cycling,cycling,1,GREEN,108_17415
108,0.8796,cycling,cycling,1,GREEN,108_17416
108,0.9389,cycling,cycling,1,GREEN,108_17417
108,0.8888,cycling,cycling,1,GREEN,108_17418
108,0.7475,cycling,cycling,1,YELLOW,108_17419
108,0.8462,cycling,cycling,1,GREEN,108_17420
108,0.8935,cycling,cycling,1,GREEN,108_17421
108,0.9205,cycling,cycling,1,GREEN,108_17422
108,0.9492,cycling,cycling,1,GREEN,108_17423
108,0.9782,cycling,cycling,1,GREEN,108_17424
108,0.9608,cycling,cycling,1,GREEN,108_17425
108,0.9723,cycling,cycling,1,GREEN,108_17426
108,0.986,cycling,cycling,1,GREEN,108_17427
108,0.9527,cycling,cycling,1,GREEN,108_17428
108,0.9706,cycling,cycling,1,GREEN,108_17429
108,0.9812,cycling,cycling,1,GREEN,108_17430
108,0.9878,cycling,cycling,1,GREEN,108_17431
108,0.974,cycling,cycling,1,GREEN,108_17432
108,0.9747,cycling,cycling,1,GREEN,108_17433
108,0.9849,cycling,cycling,1,GREEN,108_17434
108,0.9422,cycling,cycling,1,GREEN,108_17435
108,0.9903,cycling,cycling,1,GREEN,108_17436
108,0.9882,cycling,cycling,1,GREEN,108_17437
108,0.9764,cycling,cycling,1,GREEN,108_17438
108,0.9891,cycling,cycling,1,GREEN,108_17439
108,0.9819,cycling,cycling,1,GREEN,108_17440
108,0.9839,cycling,cycling,1,GREEN,108_17441
108,0.9878,cycling,cycling,1,GREEN,108_17442
108,0.9849,cycling,cycling,1,GREEN,108_17443
108,0.9894,cycling,cycling,1,GREEN,108_17444
108,0.9842,cycling,cycling,1,GREEN,108_17445
108,0.9886,cycling,cycling,1,GREEN,108_17446
108,0.9854,cycling,cycling,1,GREEN,108_17447
108,0.9856,cycling,cycling,1,GREEN,108_17448
108,0.9864,cycling,cycling,1,GREEN,108_17449
108,0.9894,cycling,cycling,1,GREEN,108_17450
108,0.9933,cycling,cycling,1,GREEN,108_17451
108,0.988,cycling,cycling,1,GREEN,108_17452
108,0.9739,cycling,cycling,1,GREEN,108_17453
108,0.974,cycling,cycling,1,GREEN,108_17454
108,0.964,cycling,cycling,1,GREEN,108_17455
108,0.9645,cycling,cycling,1,GREEN,108_17456
108,0.9338,cycling,cycling,1,GREEN,108_17457
108,0.8919,cycling,cycling,1,GREEN,108_17458
108,0.8795,cycling,cycling,1,GREEN,108_17459
108,0.9088,cycling,cycling,1,GREEN,108_17460
108,0.9123,cycling,cycling,1,GREEN,108_17461
108,0.9339,cycling,cycling,1,GREEN,108_17462
108,0.9594,cycling,cycling,1,GREEN,108_17463
108,0.9552,cycling,cycling,1,GREEN,108_17464
108,0.9487,cycling,cycling,1,GREEN,108_17465
108,0.9496,cycling,cycling,1,GREEN,108_17466
108,0.9511,cycling,cycling,1,GREEN,108_17467
108,0.9111,cycling,cycling,1,GREEN,108_17468
108,0.9317,cycling,cycling,1,GREEN,108_17469
108,0.9117,cycling,cycling,1,GREEN,108_17470
108,0.8664,cycling,cycling,1,GREEN,108_17471
108,0.9247,cycling,cycling,1,GREEN,108_17472
108,0.9195,cycling,cycling,1,GREEN,108_17473
108,0.9231,cycling,cycling,1,GREEN,108_17474
108,0.9107,cycling,cycling,1,GREEN,108_17475
108,0.9113,cycling,cycling,1,GREEN,108_17476
108,0.9263,cycling,cycling,1,GREEN,108_17477
108,0.9573,cycling,cycling,1,GREEN,108_17478
108,0.9404,cycling,cycling,1,GREEN,108_17479
108,0.9455,cycling,cycling,1,GREEN,108_17480
108,0.9603,cycling,cycling,1,GREEN,108_17481
108,0.9446,cycling,cycling,1,GREEN,108_17482
108,0.9717,cycling,cycling,1,GREEN,108_17483
108,0.9742,cycling,cycling,1,GREEN,108_17484
108,0.9831,cycling,cycling,1,GREEN,108_17485
108,0.9844,cycling,cycling,1,GREEN,108_17486
108,0.9825,cycling,cycling,1,GREEN,108_17487
108,0.9797,cycling,cycling,1,GREEN,108_17488
108,0.9768,cycling,cycling,1,GREEN,108_17489
108,0.9786,cycling,cycling,1,GREEN,108_17490
108,0.9793,cycling,cycling,1,GREEN,108_17491
108,0.9723,cycling,cycling,1,GREEN,108_17492
108,0.9704,cycling,cycling,1,GREEN,108_17493
108,0.9686,cycling,cycling,1,GREEN,108_17494
108,0.9663,cycling,cycling,1,GREEN,108_17495
108,0.9608,cycling,cycling,1,GREEN,108_17496
108,0.9637,cycling,cycling,1,GREEN,108_17497
108,0.9668,cycling,cycling,1,GREEN,108_17498
108,0.9698,cycling,cycling,1,GREEN,108_17499
108,0.9639,cycling,cycling,1,GREEN,108_17500
108,0.971,cycling,cycling,1,GREEN,108_17501
108,0.8902,cycling,cycling,1,GREEN,108_17502
108,0.9078,cycling,cycling,1,GREEN,108_17503
108,0.9267,cycling,cycling,1,GREEN,108_17504
108,0.9046,cycling,cycling,1,GREEN,108_17505
108,0.9224,cycling,cycling,1,GREEN,108_17506
108,0.9319,cycling,cycling,1,GREEN,108_17507
108,0.9664,cycling,cycling,1,GREEN,108_17508
108,0.9694,cycling,cycling,1,GREEN,108_17509
108,0.969,cycling,cycling,1,GREEN,108_17510
108,0.9916,cycling,cycling,1,GREEN,108_17511
108,0.9923,cycling,cycling,1,GREEN,108_17512
108,0.9889,cycling,cycling,1,GREEN,108_17513
108,0.9879,cycling,cycling,1,GREEN,108_17514
108,0.9815,cycling,cycling,1,GREEN,108_17515
108,0.9833,cycling,cycling,1,GREEN,108_17516
108,0.9863,cycling,cycling,1,GREEN,108_17517
108,0.9908,cycling,cycling,1,GREEN,108_17518
108,0.9844,cycling,cycling,1,GREEN,108_17519
108,0.9864,cycling,cycling,1,GREEN,108_17520
108,0.9892,cycling,cycling,1,GREEN,108_17521
108,0.9817,cycling,cycling,1,GREEN,108_17522
108,0.98,cycling,cycling,1,GREEN,108_17523
108,0.9838,cycling,cycling,1,GREEN,108_17524
108,0.986,cycling,cycling,1,GREEN,108_17525
108,0.9894,cycling,cycling,1,GREEN,108_17526
108,0.9854,cycling,cycling,1,GREEN,108_17527
108,0.9839,cycling,cycling,1,GREEN,108_17528
108,0.9879,cycling,cycling,1,GREEN,108_17529
108,0.9849,cycling,cycling,1,GREEN,108_17530
108,0.9838,cycling,cycling,1,GREEN,108_17531
108,0.9831,cycling,cycling,1,GREEN,108_17532
108,0.9827,cycling,cycling,1,GREEN,108_17533
108,0.9823,cycling,cycling,1,GREEN,108_17534
108,0.9853,cycling,cycling,1,GREEN,108_17535
108,0.984,cycling,cycling,1,GREEN,108_17536
108,0.9876,cycling,cycling,1,GREEN,108_17537
108,0.9811,cycling,cycling,1,GREEN,108_17538
108,0.984,cycling,cycling,1,GREEN,108_17539
108,0.9879,cycling,cycling,1,GREEN,108_17540
108,0.9817,cycling,cycling,1,GREEN,108_17541
108,0.9763,cycling,cycling,1,GREEN,108_17542
108,0.9641,cycling,cycling,1,GREEN,108_17543
108,0.9398,cycling,cycling,1,GREEN,108_17544
108,0.8854,cycling,cycling,1,GREEN,108_17545
108,0.8853,cycling,cycling,1,GREEN,108_17546
108,0.9036,cycling,cycling,1,GREEN,108_17547
108,0.9257,cycling,cycling,1,GREEN,108_17548
108,0.9474,cycling,cycling,1,GREEN,108_17549
108,0.9688,cycling,cycling,1,GREEN,108_17550
108,0.9778,cycling,cycling,1,GREEN,108_17551
108,0.9699,cycling,cycling,1,GREEN,108_17552
108,0.9797,cycling,cycling,1,GREEN,108_17553
108,0.976,cycling,cycling,1,GREEN,108_17554
108,0.9795,cycling,cycling,1,GREEN,108_17555
108,0.9749,cycling,cycling,1,GREEN,108_17556
108,0.9764,cycling,cycling,1,GREEN,108_17557
108,0.9517,cycling,cycling,1,GREEN,108_17558
108,0.9827,cycling,cycling,1,GREEN,108_17559
108,0.9786,cycling,cycling,1,GREEN,108_17560
108,0.9663,cycling,cycling,1,GREEN,108_17561
108,0.9707,cycling,cycling,1,GREEN,108_17562
108,0.9623,cycling,cycling,1,GREEN,108_17563
108,0.9775,cycling,cycling,1,GREEN,108_17564
108,0.9775,cycling,cycling,1,GREEN,108_17565
108,0.9774,cycling,cycling,1,GREEN,108_17566
108,0.9747,cycling,cycling,1,GREEN,108_17567
108,0.9759,cycling,cycling,1,GREEN,108_17568
108,0.9688,cycling,cycling,1,GREEN,108_17569
108,0.9512,cycling,cycling,1,GREEN,108_17570
108,0.9571,cycling,cycling,1,GREEN,108_17571
108,0.96,cycling,cycling,1,GREEN,108_17572
108,0.9671,cycling,cycling,1,GREEN,108_17573
108,0.9628,cycling,cycling,1,GREEN,108_17574
108,0.9602,cycling,cycling,1,GREEN,108_17575
108,0.9663,cycling,cycling,1,GREEN,108_17576
108,0.9434,cycling,cycling,1,GREEN,108_17577
108,0.9681,cycling,cycling,1,GREEN,108_17578
108,0.959,cycling,cycling,1,GREEN,108_17579
108,0.9635,cycling,cycling,1,GREEN,108_17580
108,0.9742,cycling,cycling,1,GREEN,108_17581
108,0.9771,cycling,cycling,1,GREEN,108_17582
108,0.9722,cycling,cycling,1,GREEN,108_17583
108,0.9602,cycling,cycling,1,GREEN,108_17584
108,0.97,cycling,cycling,1,GREEN,108_17585
108,0.9756,cycling,cycling,1,GREEN,108_17586
108,0.9786,cycling,cycling,1,GREEN,108_17587
108,0.9818,cycling,cycling,1,GREEN,108_17588
108,0.9837,cycling,cycling,1,GREEN,108_17589
108,0.9361,cycling,cycling,1,GREEN,108_17590
108,0.9447,cycling,cycling,1,GREEN,108_17591
108,0.8885,cycling,cycling,1,GREEN,108_17592
108,0.8972,cycling,cycling,1,GREEN,108_17593
108,0.9207,cycling,cycling,1,GREEN,108_17594
108,0.9064,cycling,cycling,1,GREEN,108_17595
108,0.8541,cycling,cycling,1,GREEN,108_17596
108,0.8224,cycling,cycling,1,GREEN,108_17597
108,0.8032,cycling,cycling,1,GREEN,108_17598
108,0.6795,cycling,cycling,1,YELLOW,108_17599
108,0.7905,cycling,cycling,1,GREEN,108_17600
108,0.8328,cycling,cycling,1,GREEN,108_17601
108,0.9059,cycling,cycling,1,GREEN,108_17602
108,0.9595,cycling,cycling,1,GREEN,108_17603
108,0.9825,cycling,cycling,1,GREEN,108_17604
108,0.8697,cycling,cycling,1,GREEN,108_17605
108,0.8502,cycling,cycling,1,GREEN,108_17606
108,0.8308,cycling,cycling,1,GREEN,108_17607
108,0.9129,cycling,cycling,1,GREEN,108_17608
108,0.9076,cycling,cycling,1,GREEN,108_17609
108,0.9103,cycling,cycling,1,GREEN,108_17610
108,0.9534,cycling,cycling,1,GREEN,108_17611
108,0.9694,cycling,cycling,1,GREEN,108_17612
108,0.9613,cycling,cycling,1,GREEN,108_17613
108,0.9683,cycling,cycling,1,GREEN,108_17614
108,0.9305,cycling,cycling,1,GREEN,108_17615
108,0.8981,cycling,cycling,1,GREEN,108_17616
108,0.9019,cycling,cycling,1,GREEN,108_17617
108,0.9518,cycling,cycling,1,GREEN,108_17618
108,0.8576,cycling,cycling,1,GREEN,108_17619
108,0.7738,cycling,cycling,1,GREEN,108_17620
108,0.7705,cycling,cycling,1,GREEN,108_17621
108,0.8542,cycling,cycling,1,GREEN,108_17622
108,0.8692,cycling,cycling,1,GREEN,108_17623
108,0.9239,cycling,cycling,1,GREEN,108_17624
108,0.9547,cycling,cycling,1,GREEN,108_17625
108,0.9696,cycling,cycling,1,GREEN,108_17626
108,0.9012,cycling,cycling,1,GREEN,108_17627
108,0.9005,cycling,cycling,1,GREEN,108_17628
108,0.8653,cycling,cycling,1,GREEN,108_17629
108,0.7841,cycling,cycling,1,GREEN,108_17630
108,0.9309,cycling,cycling,1,GREEN,108_17631
108,0.9279,cycling,cycling,1,GREEN,108_17632
108,0.9133,cycling,cycling,1,GREEN,108_17633
108,0.9194,cycling,cycling,1,GREEN,108_17634
108,0.8895,cycling,cycling,1,GREEN,108_17635
108,0.8856,cycling,cycling,1,GREEN,108_17636
108,0.9515,cycling,cycling,1,GREEN,108_17637
108,0.9605,cycling,cycling,1,GREEN,108_17638
108,0.9724,cycling,cycling,1,GREEN,108_17639
108,0.9787,cycling,cycling,1,GREEN,108_17640
108,0.9784,cycling,cycling,1,GREEN,108_17641
108,0.9781,cycling,cycling,1,GREEN,108_17642
108,0.9782,cycling,cycling,1,GREEN,108_17643
108,0.9781,cycling,cycling,1,GREEN,108_17644
108,0.9812,cycling,cycling,1,GREEN,108_17645
108,0.9804,cycling,cycling,1,GREEN,108_17646
108,0.9765,cycling,cycling,1,GREEN,108_17647
108,0.9773,cycling,cycling,1,GREEN,108_17648
108,0.9864,cycling,cycling,1,GREEN,108_17649
108,0.9801,cycling,cycling,1,GREEN,108_17650
108,0.978,cycling,cycling,1,GREEN,108_17651
108,0.9771,cycling,cycling,1,GREEN,108_17652
108,0.9873,cycling,cycling,1,GREEN,108_17653
108,0.9811,cycling,cycling,1,GREEN,108_17654
108,0.9842,cycling,cycling,1,GREEN,108_17655
108,0.9871,cycling,cycling,1,GREEN,108_17656
108,0.986,cycling,cycling,1,GREEN,108_17657
108,0.9778,cycling,cycling,1,GREEN,108_17658
108,0.9864,cycling,cycling,1,GREEN,108_17659
108,0.9883,cycling,cycling,1,GREEN,108_17660
108,0.9706,cycling,cycling,1,GREEN,108_17661
108,0.9501,cycling,cycling,1,GREEN,108_17662
108,0.9405,cycling,cycling,1,GREEN,108_17663
108,0.9128,cycling,cycling,1,GREEN,108_17664
108,0.9023,cycling,cycling,1,GREEN,108_17665
108,0.9205,cycling,cycling,1,GREEN,108_17666
108,0.9161,cycling,cycling,1,GREEN,108_17667
108,0.9051,cycling,cycling,1,GREEN,108_17668
108,0.9326,cycling,cycling,1,GREEN,108_17669
108,0.9692,cycling,cycling,1,GREEN,108_17670
108,0.9708,cycling,cycling,1,GREEN,108_17671
108,0.9767,cycling,cycling,1,GREEN,108_17672
108,0.944,cycling,cycling,1,GREEN,108_17673
108,0.9525,cycling,cycling,1,GREEN,108_17674
108,0.9635,cycling,cycling,1,GREEN,108_17675
108,0.9603,cycling,cycling,1,GREEN,108_17676
108,0.9548,cycling,cycling,1,GREEN,108_17677
108,0.9597,cycling,cycling,1,GREEN,108_17678
108,0.9627,cycling,cycling,1,GREEN,108_17679
108,0.9739,cycling,cycling,1,GREEN,108_17680
108,0.9714,cycling,cycling,1,GREEN,108_17681
108,0.9749,cycling,cycling,1,GREEN,108_17682
108,0.9728,cycling,cycling,1,GREEN,108_17683
108,0.9666,cycling,cycling,1,GREEN,108_17684
108,0.951,cycling,cycling,1,GREEN,108_17685
108,0.9593,cycling,cycling,1,GREEN,108_17686
108,0.9675,cycling,cycling,1,GREEN,108_17687
108,0.9706,cycling,cycling,1,GREEN,108_17688
108,0.968,cycling,cycling,1,GREEN,108_17689
108,0.9792,cycling,cycling,1,GREEN,108_17690
108,0.9748,cycling,cycling,1,GREEN,108_17691
108,0.9715,cycling,cycling,1,GREEN,108_17692
108,0.9771,cycling,cycling,1,GREEN,108_17693
108,0.9818,cycling,cycling,1,GREEN,108_17694
108,0.9707,cycling,cycling,1,GREEN,108_17695
108,0.9662,cycling,cycling,1,GREEN,108_17696
108,0.9737,cycling,cycling,1,GREEN,108_17697
108,0.9703,cycling,cycling,1,GREEN,108_17698
108,0.9627,cycling,cycling,1,GREEN,108_17699
108,0.8401,cycling,cycling,1,GREEN,108_17700
108,0.8095,cycling,cycling,1,GREEN,108_17701
108,0.8428,cycling,cycling,1,GREEN,108_17702
108,0.8766,cycling,cycling,1,GREEN,108_17703
108,0.5431,vacuuming,cycling,0,YELLOW,108_17704
108,0.6689,vacuuming,cycling,0,YELLOW,108_17705
108,0.338,cycling,cycling,1,RED,108_17706
108,0.2445,stairs_up,cycling,0,RED,108_17707
108,0.5688,vacuuming,cycling,0,YELLOW,108_17708
108,0.3188,vacuuming,cycling,0,RED,108_17709
108,0.391,cycling,cycling,1,RED,108_17710
108,0.2548,cycling,cycling,1,RED,108_17711
108,0.2022,cycling,cycling,1,RED,108_17712
108,0.1745,cycling,cycling,1,RED,108_17713
108,0.2566,cycling,cycling,1,RED,108_17714
108,0.3522,vacuuming,cycling,0,RED,108_17715
108,0.3701,cycling,cycling,1,RED,108_17716
108,0.2994,cycling,cycling,1,RED,108_17717
108,0.2353,cycling,cycling,1,RED,108_17718
108,0.5293,sitting,nordic_walk,0,YELLOW,108_17719
108,0.4168,sitting,nordic_walk,0,RED,108_17720
108,0.3985,sitting,nordic_walk,0,RED,108_17721
108,0.3369,sitting,nordic_walk,0,RED,108_17722
108,0.3161,sitting,nordic_walk,0,RED,108_17723
108,0.3191,standing,nordic_walk,0,RED,108_17724
108,0.4354,sitting,nordic_walk,0,RED,108_17725
108,0.4502,sitting,nordic_walk,0,YELLOW,108_17726
108,0.3931,sitting,nordic_walk,0,RED,108_17727
108,0.4265,sitting,nordic_walk,0,RED,108_17728
108,0.3561,standing,nordic_walk,0,RED,108_17729
108,0.4512,vacuuming,nordic_walk,0,YELLOW,108_17730
108,0.3611,stairs_down,nordic_walk,0,RED,108_17731
108,0.6114,nordic_walk,nordic_walk,1,YELLOW,108_17732
108,0.3949,nordic_walk,nordic_walk,1,RED,108_17733
108,0.5273,nordic_walk,nordic_walk,1,YELLOW,108_17734
108,0.4251,nordic_walk,nordic_walk,1,RED,108_17735
108,0.6235,nordic_walk,nordic_walk,1,YELLOW,108_17736
108,0.6923,nordic_walk,nordic_walk,1,YELLOW,108_17737
108,0.4901,nordic_walk,nordic_walk,1,YELLOW,108_17738
108,0.7782,nordic_walk,nordic_walk,1,GREEN,108_17739
108,0.4799,nordic_walk,nordic_walk,1,YELLOW,108_17740
108,0.2359,stairs_up,nordic_walk,0,RED,108_17741
108,0.6813,nordic_walk,nordic_walk,1,YELLOW,108_17742
108,0.8209,nordic_walk,nordic_walk,1,GREEN,108_17743
108,0.7986,nordic_walk,nordic_walk,1,GREEN,108_17744
108,0.8181,nordic_walk,nordic_walk,1,GREEN,108_17745
108,0.809,nordic_walk,nordic_walk,1,GREEN,108_17746
108,0.7804,nordic_walk,nordic_walk,1,GREEN,108_17747
108,0.4554,nordic_walk,nordic_walk,1,YELLOW,108_17748
108,0.7687,nordic_walk,nordic_walk,1,GREEN,108_17749
108,0.845,nordic_walk,nordic_walk,1,GREEN,108_17750
108,0.7033,nordic_walk,nordic_walk,1,YELLOW,108_17751
108,0.744,nordic_walk,nordic_walk,1,YELLOW,108_17752
108,0.7894,nordic_walk,nordic_walk,1,GREEN,108_17753
108,0.8253,nordic_walk,nordic_walk,1,GREEN,108_17754
108,0.7343,nordic_walk,nordic_walk,1,YELLOW,108_17755
108,0.8228,nordic_walk,nordic_walk,1,GREEN,108_17756
108,0.8281,nordic_walk,nordic_walk,1,GREEN,108_17757
108,0.7269,nordic_walk,nordic_walk,1,YELLOW,108_17758
108,0.7813,nordic_walk,nordic_walk,1,GREEN,108_17759
108,0.7304,nordic_walk,nordic_walk,1,YELLOW,108_17760
108,0.7444,nordic_walk,nordic_walk,1,YELLOW,108_17761
108,0.4906,nordic_walk,nordic_walk,1,YELLOW,108_17762
108,0.5332,nordic_walk,nordic_walk,1,YELLOW,108_17763
108,0.3652,nordic_walk,nordic_walk,1,RED,108_17764
108,0.3479,nordic_walk,nordic_walk,1,RED,108_17765
108,0.4607,walking,nordic_walk,0,YELLOW,108_17766
108,0.5169,nordic_walk,nordic_walk,1,YELLOW,108_17767
108,0.7436,nordic_walk,nordic_walk,1,YELLOW,108_17768
108,0.6891,nordic_walk,nordic_walk,1,YELLOW,108_17769
108,0.7523,nordic_walk,nordic_walk,1,GREEN,108_17770
108,0.7145,nordic_walk,nordic_walk,1,YELLOW,108_17771
108,0.6785,nordic_walk,nordic_walk,1,YELLOW,108_17772
108,0.6053,walking,nordic_walk,0,YELLOW,108_17773
108,0.5907,nordic_walk,nordic_walk,1,YELLOW,108_17774
108,0.6904,nordic_walk,nordic_walk,1,YELLOW,108_17775
108,0.6629,nordic_walk,nordic_walk,1,YELLOW,108_17776
108,0.7282,nordic_walk,nordic_walk,1,YELLOW,108_17777
108,0.7788,nordic_walk,nordic_walk,1,GREEN,108_17778
108,0.807,nordic_walk,nordic_walk,1,GREEN,108_17779
108,0.5652,nordic_walk,nordic_walk,1,YELLOW,108_17780
108,0.7977,nordic_walk,nordic_walk,1,GREEN,108_17781
108,0.8371,nordic_walk,nordic_walk,1,GREEN,108_17782
108,0.4723,nordic_walk,nordic_walk,1,YELLOW,108_17783
108,0.5808,nordic_walk,nordic_walk,1,YELLOW,108_17784
108,0.4495,walking,nordic_walk,0,RED,108_17785
108,0.4995,nordic_walk,nordic_walk,1,YELLOW,108_17786
108,0.4081,nordic_walk,nordic_walk,1,RED,108_17787
108,0.3844,nordic_walk,nordic_walk,1,RED,108_17788
108,0.4556,walking,nordic_walk,0,YELLOW,108_17789
108,0.6576,nordic_walk,nordic_walk,1,YELLOW,108_17790
108,0.6966,nordic_walk,nordic_walk,1,YELLOW,108_17791
108,0.5703,nordic_walk,nordic_walk,1,YELLOW,108_17792
108,0.7151,nordic_walk,nordic_walk,1,YELLOW,108_17793
108,0.3987,nordic_walk,nordic_walk,1,RED,108_17794
108,0.4618,nordic_walk,nordic_walk,1,YELLOW,108_17795
108,0.6351,nordic_walk,nordic_walk,1,YELLOW,108_17796
108,0.658,nordic_walk,nordic_walk,1,YELLOW,108_17797
108,0.4981,walking,nordic_walk,0,YELLOW,108_17798
108,0.5219,nordic_walk,nordic_walk,1,YELLOW,108_17799
108,0.5039,nordic_walk,nordic_walk,1,YELLOW,108_17800
108,0.5584,nordic_walk,nordic_walk,1,YELLOW,108_17801
108,0.5673,nordic_walk,nordic_walk,1,YELLOW,108_17802
108,0.6694,nordic_walk,nordic_walk,1,YELLOW,108_17803
108,0.7011,nordic_walk,nordic_walk,1,YELLOW,108_17804
108,0.6875,nordic_walk,nordic_walk,1,YELLOW,108_17805
108,0.6912,nordic_walk,nordic_walk,1,YELLOW,108_17806
108,0.5551,walking,nordic_walk,0,YELLOW,108_17807
108,0.491,nordic_walk,nordic_walk,1,YELLOW,108_17808
108,0.7454,nordic_walk,nordic_walk,1,YELLOW,108_17809
108,0.6969,nordic_walk,nordic_walk,1,YELLOW,108_17810
108,0.7605,nordic_walk,nordic_walk,1,GREEN,108_17811
108,0.7939,nordic_walk,nordic_walk,1,GREEN,108_17812
108,0.7688,nordic_walk,nordic_walk,1,GREEN,108_17813
108,0.6167,nordic_walk,nordic_walk,1,YELLOW,108_17814
108,0.6312,nordic_walk,nordic_walk,1,YELLOW,108_17815
108,0.4932,walking,nordic_walk,0,YELLOW,108_17816
108,0.7728,nordic_walk,nordic_walk,1,GREEN,108_17817
108,0.7835,nordic_walk,nordic_walk,1,GREEN,108_17818
108,0.7259,nordic_walk,nordic_walk,1,YELLOW,108_17819
